Name,Folder,RedHistogram
AOT (1).png,attackOnTitan_fotos,3126,105856,12333,16459,208421,13322,97193,33013,12917,29059,37430,15569,42661,21991,24701,28922,46127,31682,32556,31256,38274,36327,37934,38254,33477,22845,36695,33657,36226,36453,34006,41290,38291,40804,40699,40877,43860,43597,47576,31951,35377,35668,32448,30092,27526,25787,21775,32019,48101,26526,22579,28516,28092,16790,15210,10043,9155,6704,5796,5800,4771,3165,2117,1412,337,44,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOT (2).png,attackOnTitan_fotos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45,286,321,216,165,159,264,239,289,359,213,357,629,725,988,1482,936,1050,717,874,794,783,874,1124,1248,1427,2949,2907,2339,2097,2244,2147,2220,2398,2477,3088,3201,2905,2902,2034,2603,2164,2457,2222,1952,1887,1539,1720,1740,2036,2681,2970,3393,4481,4155,5517,4706,5900,6144,6505,5025,5916,6929,6880,6649,7254,8276,8708,12220,8113,11808,10762,9765,11584,10780,11907,11510,12023,10708,11363,8980,10008,9137,9180,10879,10819,12840,8011,9870,9384,11118,10014,8414,8952,8754,9510,10041,9018,8820,10647,9273,10091,10348,9248,8579,10407,10147,9798,10429,9778,9625,9569,9802,9624,8784,10059,9781,9171,8223,8802,9448,7443,9881,8960,9087,9133,8811,9609,8554,10317,8962,9247,9185,9812,10143,9564,10932,9567,9626,9168,9159,8590,8761,10194,10990,10132,10199,9699,8944,8976,9385,9617,10005,9270,9443,8904,8959,8775,8971,8337,9322,8807,9336,9419,10403,10730,10931,10598,11061,10868,11150,10716,11908,10617,10427,10043,9870,9545,8889,9043,9198,9185,8871,9723,9188,10004,9477,10391,10459,11524,11158,11777,11245,11452,11744,10945,10625,10835,10234,9568,9342,8664,8726,7948,8503,7956,7800,8064,8338,8612,9407,9988,10417,10516,10156,10734,10798,9398,9823,9747,9485,10212,10962,9314,9747,10306,13181,15503,14875,29952,29492,52409,193819
AOT (3).png,attackOnTitan_fotos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,86,401,197,571,360,545,507,734,1225,1519,890,1785,1192,2072,1871,2018,3137,2393,1513,1437,1729,1818,2399,3760,4308,4045,4631,4599,5015,5819,3833,4789,5330,6558,8857,6224,4354,3519,3618,3355,4233,4346,4656,4969,7487,7008,5923,4429,4515,3575,3834,3279,3354,3152,3527,4121,4993,4500,4564,4474,3881,3894,3961,3835,4453,3957,4057,3685,3727,3763,3959,3888,4207,4006,4263,4499,4142,4146,4199,4555,5428,5676,6101,7075,6638,5137,6467,6233,7448,8604,7310,8198,7672,12021,8985,9435,8610,7592,7618,7555,7513,8537,10293,10169,9982,10101,8734,10868,10811,10540,10548,10286,9613,9369,9532,9024,12606,11284,10245,10819,9331,10918,9668,11368,11076,11435,12415,10977,9782,10521,10302,11231,11679,12551,10288,11235,10629,11070,10597,10247,10729,9859,10296,10136,10728,10109,11674,10388,12324,11764,14524,13608,14910,13470,14838,15115,14029,13725,13635,13637,14240,14693,14905,15174,15775,14793,15650,16806,16837,18417,16655,16017,16712,18301,17707,19102,18885,20457,18617,19104,20670,22572,23396,24161,25369,23810,25524,32282,27247,27528,30018,21778,21795,22061,21116,21753,22920,22054,22094,18350,19763,21672,22592,23623,16185,14589,11841,8957,5751,3924,2772,1791,952,545,769
AOT (4).png,attackOnTitan_fotos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,140,249,162,130,277,481,1458,1207,865,1725,384,2093,978,740,624,699,772,926,652,1016,428,1268,1380,1774,1539,1125,931,695,837,1347,1058,1813,1504,1889,1397,2100,2048,2465,2222,2259,2267,2083,2517,1908,2208,2430,2258,2826,1773,2474,2284,2635,2389,2151,2682,2103,3090,3588,3555,4804,4570,4972,3738,6323,4933,4439,4011,3963,4070,3211,3561,3630,4169,4779,4158,4031,3752,4475,5085,4457,6014,4537,3994,3586,3831,4194,5165,4813,4114,5622,5325,7524,7346,6964,6080,6798,6394,7675,6633,7756,7310,6986,7691,9281,10509,8562,8162,8403,6666,7423,7795,7985,8592,7679,6904,7565,6080,6645,6321,6968,7408,9092,8259,7329,8194,9624,10290,11586,8461,12651,10333,11064,9868,10669,11352,11262,11350,12196,10528,11534,11316,11648,11364,10859,11148,12760,13069,9379,9311,8266,10036,9910,9380,12055,11891,12461,12603,10658,11393,9766,14418,13668,13983,11933,14894,15895,15186,18215,17220,19661,19413,18583,14478,20965,26975,25783,23573,28653,21724,23925,15687,29739,26932,28721,26677,28046,33804,16638,44432,36658,38978,47391,43500,55894,18888,73229,47319,43126,21043,22559,28541,16980,19499,14773,11297,4815,6421,6146,3324,4105,3200,1391,274,102,46,18,23,4,1,0,0,1,0,0,0,0
AOT (5).png,attackOnTitan_fotos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,62,215,232,189,146,176,151,169,178,171,184,234,340,272,272,217,338,349,534,700,535,552,439,543,644,732,801,748,1105,1845,3171,3554,2720,3091,2287,3646,4050,4155,3344,3455,2226,3270,3764,5221,4864,4149,5106,3151,4317,4887,6248,4610,6347,5378,4934,4965,6383,5980,4787,4681,4679,4813,4697,4605,4047,4361,4398,4395,4389,4439,5302,5373,7985,8560,9458,10202,12175,11523,9250,10390,10252,9995,7798,9659,10049,11425,11112,14593,13043,12552,15767,17464,24535,24646,22446,26839,32145,34881,33746,37474,45189,53103,66417,75363,86458,88767,63756,100995,80299,121047,85620,87764,50937,96755,84210,44185,56884,37725,27878,15687,17968,19741,7138,1274,1011,92,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOT (6).png,attackOnTitan_fotos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,159,41,233,137,236,398,293,290,307,272,312,223,242,285,356,263,284,413,512,587,781,1073,1076,1206,1395,1753,1766,1733,1764,1500,1893,2210,1863,1932,2300,2068,2301,1985,1879,1746,2339,2525,2813,3318,4420,5153,6305,8231,8327,9369,8453,8364,9630,8190,8022,7932,8761,8261,8191,7813,7613,7899,8266,8079,7771,7569,7332,7442,7473,7693,7479,8161,7716,7395,6773,7253,7064,7052,7598,7426,7943,8113,8611,9443,9488,10185,10314,11486,13213,12918,14175,13726,12063,12446,11871,12360,12612,12433,12125,14037,17181,21445,27533,27665,46403,38953,44222,42880,37570,39482,34316,35861,28215,26798,19207,14336,16834,25691,42219,32334,31537,31593,23851,33885,34421,32165,24730,26919,26725,17904,20372,18460,24431,30759,41831,23603,27165,18095,29689,32389,24469,21972,19205,24837,8340,35396,25397,35917,48850,39145,48879,8006,5625,451,325,3,0,0,0,0,0,0
AOT (7).png,attackOnTitan_fotos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,179,152,72,2,9,3,3,2,1,1,4,2,3,0,6,3,21,194,487,1404,2712,2084,2151,3057,3739,4246,6483,6167,6269,4604,4263,3146,3424,4071,4579,4129,4513,4736,6096,5935,7323,7771,9070,9020,10337,10078,12079,12269,10586,11468,10998,10358,11832,11840,13523,16926,14052,14822,13510,12204,14215,11162,10710,9378,11359,8775,8869,9436,8643,8674,8072,9114,9267,8391,8013,7816,7520,7751,7754,8151,7673,7536,7309,7208,7156,7614,8199,8614,9022,8692,9130,9818,10609,11369,12342,11576,11718,13363,12936,14783,16381,19408,24551,22404,25246,21891,22493,20683,20966,20613,22711,23539,26351,27911,25624,25791,25273,23548,24517,23979,25019,24352,25941,25410,23179,24321,22845,22985,25287,24017,21585,22074,20364,21789,21392,22407,23164,23156,22616,20399,25044,20661,20328,22640,21907,22709,18858,16716,14255,13170,13007,12498,11291,9852,9933,10137,13502,16447,10407,10781,8639,7997,6621,6817,6764,6781,6551,6562,6934,6467,5617,6140,4077,3614,3196,3942,3956,4789,5165,4794,4886,3602,2113,493,885,435,0,0,6640
AOT (8).png,attackOnTitan_fotos,0,969600,24960,19202,21135,15375,13475,13981,17420,14004,11766,12248,15591,11839,13662,11745,15655,11743,13323,11800,13723,11819,11855,9901,13888,12043,12095,10197,14207,12201,9293,13970,11459,11760,11136,10922,10990,11068,9410,10679,10786,8822,10628,10593,10628,8675,10595,12274,8714,10583,8688,10508,10568,8566,10453,10451,8549,10484,10488,8553,10452,8551,12156,8549,12122,9547,11684,11714,11655,9464,11369,9462,11403,11568,9598,319,5958,13459,3935,3923,108,3933,107,2047,1947,1996,1905,2039,1936,2053,2036,1890,210,3675,1921,1834,2068,1894,1749,244,3292,1663,1872,1646,1846,1608,227,3198,1571,1799,250,3266,1614,1916,1568,299,3237,222,3197,195,3199,207,1557,3213,248,3253,210,3326,3306,245,1589,1974,1726,3553,1749,2017,1772,1907,1967,145,3789,2005,2028,2062,2031,2082,2049,2056,2097,3999,118,4027,2033,121,3976,168,3969,2002,3964,91,3943,2012,122,3988,2043,3952,2037,3954,2024,2066,2081,2057,2025,158,118,132,122,98,109,146,155,210,148,119,114,93,99,123,96,125,124,127,91,81,88,139,98,140,127,130,118,93,136,180,107,125,131,140,147,171,171,182,188,188,160,217,223,144,158,193,173,284,142,188,170,144,125,291,177,185,354,236,266,271,424,247,205,445,2187,593,793,823,759,599,194,137,171,168,133,151,201,197,274,321,478,12766
AOT (9).png,attackOnTitan_fotos,207,38,34,57,58,73,98,129,130,155,219,246,328,414,548,727,1011,2206,8692,10701,5448,13108,12440,8696,13203,12350,9441,10982,9217,9198,15152,12332,12899,11930,10445,9715,13578,11499,10677,10374,10355,12456,9276,8591,9248,8556,7520,7793,8424,7448,6697,7247,5727,5147,5370,5545,5337,5913,4936,5177,4840,5174,4991,4843,5115,5308,6385,6174,5781,5632,4930,4551,4094,4429,4629,5828,6812,5470,5525,5343,5887,5526,6301,5513,5614,4814,4697,4919,4834,5364,6141,4849,4266,4383,4089,4343,5332,5281,4198,4182,4271,4338,4473,5374,5267,4198,4025,3893,3938,4151,4972,4822,4474,3750,3701,3924,4054,5577,5121,4451,3890,3528,4059,3961,5515,4653,5339,4069,3806,3326,3608,4406,5044,4876,3987,3377,3252,3616,3955,4951,3901,3663,3573,3948,3791,4630,4037,4457,3958,3540,3737,3336,4191,4083,4469,4107,3853,3946,3627,4157,4684,4764,4040,4028,3935,3811,3975,4172,4752,3885,3756,3718,3317,3637,4146,4501,4268,3689,4051,3420,3745,4488,4576,3671,3563,3770,3385,3729,4467,4812,3923,3666,3841,3809,3743,4933,4675,4090,3626,4010,3550,4101,5105,5039,4530,3871,3697,4044,4352,4951,4849,5197,4200,4184,4202,4007,4578,5489,4481,4184,4510,5365,5253,6770,5876,7225,5724,6339,6502,6348,6823,8293,9152,8381,9464,8200,10465,12259,12718,14693,11519,14313,12734,36460,85683,500044,65630,50887,17226,6868,2379,1815,1105,787,621,2586
AOT (10).png,attackOnTitan_fotos,0,969600,24960,19200,21120,15360,13440,13440,17280,13440,11520,11520,15360,11520,13440,11520,15360,11520,11520,11520,13440,11520,11520,9600,13440,11520,11520,9657,13782,11964,9134,12592,11433,11899,11080,10762,10914,12388,9861,11045,11228,9201,11153,11234,11421,9414,11188,12730,8920,10808,9462,10906,11033,9195,11172,11310,9285,10955,10830,8863,10694,8733,12263,8718,12397,9753,11942,11896,11910,9674,11552,9667,11538,11739,9776,508,6119,13617,4051,4078,279,4064,220,2212,2086,2160,2041,2229,2085,2219,2194,2092,316,3820,2086,2038,2293,2195,2163,650,3603,2128,2024,1880,2048,1822,505,3512,1982,2282,938,4324,2016,1996,1637,371,3363,317,3314,443,3287,426,1656,3177,211,3189,132,3252,3224,182,1498,1894,1644,3461,1685,1946,1710,1850,1904,88,3724,1933,1945,1985,1973,2014,1960,1991,2043,3939,55,3957,1969,41,3904,59,3875,1944,3891,39,3879,1949,43,3897,1976,3885,1972,3896,1972,1997,2009,2002,1971,87,64,62,61,39,60,89,66,70,67,78,56,42,36,59,42,54,60,59,25,30,38,71,51,86,60,63,36,26,32,25,24,46,37,42,65,74,75,86,101,111,72,67,62,41,43,71,89,192,42,49,47,25,22,43,45,52,241,94,81,89,254,84,76,196,1478,459,681,716,640,471,35,0,0,0,2,0,0,2,0,0,2,10986
