Name,Folder,GreenHistogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOT (1).png,attackOnTitan_fotos,493024,82187,42447,40475,45803,42574,61029,44171,68110,43473,39051,35593,36986,40563,46604,46491,39589,30522,28259,30587,30574,36094,47005,52065,43390,34657,37007,33180,25206,24982,30454,29806,26231,24197,20551,23401,36597,54929,23933,22568,18742,12307,9993,7152,6815,6012,7236,4873,3424,1596,845,151,62,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOT (2).png,attackOnTitan_fotos,5,1,0,3,8,16,45,230,511,769,1011,1511,2050,2420,1669,1668,2039,2368,2841,2921,2432,2902,2918,3241,3753,3727,3675,4612,5341,6235,7816,7165,7067,6700,6574,6092,7078,6951,9118,8825,9204,9007,10458,8964,10599,11203,13260,12651,11673,12216,11842,15137,16115,23403,19629,17124,15889,16353,17388,17734,16749,15294,13654,14548,13991,15922,14549,17156,17230,15503,13784,12720,12642,14739,13938,14332,12836,11456,11458,13400,12901,16314,13822,12486,12107,12175,11366,11126,12212,11052,10929,9858,10181,10761,12047,15143,13079,11918,10277,10571,10063,11507,11028,10643,9975,10293,10631,10384,9458,9440,8918,8509,7969,7592,7870,8492,9179,8583,8678,7214,7690,7572,7672,7977,7045,8035,7094,7288,6753,7109,7854,8153,8359,8221,7693,7731,8052,8328,8878,7847,8044,7913,7880,8987,9136,8628,8551,8044,7572,6735,6430,5788,5871,5514,5731,5642,5361,5313,5217,5096,5183,4896,5163,5412,5335,5253,5162,5434,5224,5216,5534,5160,5279,5484,5249,5404,5255,4984,4994,5141,4702,4851,4811,5014,5305,5235,4953,4446,4311,4505,4348,4793,5122,5056,4855,5228,4314,4190,4580,4950,5470,5614,6157,8236,5886,6078,6072,8272,6335,6262,6806,8789,6213,6438,7430,7263,7095,7722,8357,10041,9710,10082,7769,7803,5933,6383,6096,7631,5924,5496,5009,4938,5871,7264,3863,5034,4707,5732,8223,14571,14215,34261,24582,27711,12007,10164,8676,13437,7580,10380,5736,3911,1045,362,186,828
AOT (3).png,attackOnTitan_fotos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,98,307,1117,497,1025,2152,1980,1590,1475,2173,3037,3016,2910,3636,4038,3707,3899,5815,6892,7904,8459,7973,6695,7281,6887,9253,12220,11896,9226,7922,7718,8549,9617,9899,8697,6816,5758,5334,5323,5046,6304,6000,5324,5104,5295,5032,5190,5604,5522,5474,5524,5519,5745,6573,6133,6578,6808,7262,7705,7607,9232,10069,10115,9962,10768,10077,10662,10335,11330,14309,11482,11489,10196,9922,9278,10035,8939,9882,8918,8757,9712,10317,10106,12294,10569,11369,10442,10797,9812,11814,11268,11544,13965,11338,12174,11539,13876,14407,11895,11624,10759,11115,10736,10402,10844,11658,10615,11702,10085,12508,12083,11366,9911,10488,10855,14663,12623,14761,11453,11506,11434,10913,10765,10962,10964,11087,11146,11980,11737,12420,12347,12388,12175,13159,13935,13466,13288,14177,14289,13818,13140,12624,13354,13220,14622,14004,14617,15227,14526,14276,14601,14139,13791,14459,14101,14230,14905,14932,14154,14557,14974,16112,14926,16417,14341,13711,13774,14090,14434,15638,26125,17519,14984,23735,15794,16674,14738,15010,12011,10393,10252,10359,9941,9756,11644,12647,9949,9057,9044,9873,9488,11926,12255,10143,10994,8405,10689,8378,10861,10934,6193,4809,3426,1374,542,237,120,43,16,0,1,0,0,0,0,0,0,0,0
AOT (4).png,attackOnTitan_fotos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,134,247,170,130,276,483,1461,1182,936,1914,599,2324,1177,1021,682,878,747,1439,1265,1428,671,1538,1427,1366,1443,1525,1309,1281,1629,2011,1692,2112,1690,2596,2221,3225,2680,2700,2655,2089,2746,2715,3069,2481,2355,1628,2478,2571,3463,4246,4592,3961,2455,4038,4299,5394,5797,4451,5336,3555,4162,3372,4966,4064,4819,3642,4440,4232,4157,5582,5452,5345,4549,4767,4230,4599,4781,5082,5705,6135,6738,6177,6368,5503,6861,6969,8910,9136,7626,8461,7268,9411,9379,9898,8477,9875,9431,10189,9248,8339,11207,9330,9133,9232,8783,9036,8933,9646,9603,11829,12024,14392,14506,14777,14352,13501,13294,13224,13983,15584,14863,14449,13319,13534,15278,18321,14297,14675,12649,12950,12489,11534,14807,14907,16342,15115,14531,14895,16403,19833,18569,19586,21684,20813,24825,23213,34569,30050,27547,26596,19455,25678,23082,34395,29823,31155,30471,30922,28673,25427,47385,39265,41642,44112,41902,40029,36428,63220,50302,37504,23908,15757,18131,15906,24350,18180,13563,12974,9104,8641,7432,6305,3741,1968,1774,2063,2778,621,114,45,9,12,3,0,1,1,0,0,0,0,0,0,0,0,0,0
AOT (5).png,attackOnTitan_fotos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,61,153,177,133,143,153,176,164,196,126,123,161,181,192,153,232,282,391,406,505,382,512,433,544,565,582,601,468,516,646,672,778,846,829,900,1154,1273,2002,2303,2605,3736,3101,4096,4444,5202,5900,5175,4852,4126,5630,7226,9390,9633,9194,8734,14499,17833,15861,16107,17172,18729,15926,17608,20170,18095,23996,19180,21056,19673,19935,19742,31042,33345,45601,25374,49143,46044,41350,23924,25903,26901,31785,28724,26738,32457,33383,29100,25857,25734,35069,34590,35685,40966,38902,35067,47834,56856,66788,74131,119645,76406,57035,25458,25884,31152,50343,61424,38926,36458,30215,39910,19973,2444,985,160,125,13,0,0,0,0,0,0,0,0,0,0,0,0,0
AOT (6).png,attackOnTitan_fotos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,46,181,242,378,288,276,314,351,401,961,1017,2273,1681,2333,2157,2272,2732,2359,2579,2324,2811,3327,4115,5709,9587,11789,12675,12130,10545,10982,11737,10075,12046,15586,19023,15681,14602,13238,14884,14454,15997,11897,11873,11725,15187,16597,16663,17971,15983,18635,16594,17161,16116,17982,17317,19240,19743,22846,26166,28242,29518,26675,33595,30487,38274,35127,30288,27062,27930,29275,27695,32889,43894,48924,40857,59287,46894,29808,20270,20233,17539,35774,29293,23680,21464,22297,33232,22316,27280,24892,19607,24417,25065,25109,37717,34752,27534,26066,22644,19105,18206,30160,17889,15545,9628,12431,11130,14130,20372,38734,12937,12164,15991,28364,12013,879,161,0,0,0,0,0,0,0,0,0,0,0,0
AOT (7).png,attackOnTitan_fotos,6640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,167,187,28,4,5,5,1,3,0,1,9,5,1,4,7,4,0,3,11,37,194,597,1839,2430,2372,2458,3079,6947,6788,7277,4773,5037,3953,4017,5152,4743,4684,5693,7171,6101,7082,8541,8210,9053,9138,10256,10943,12508,13163,11236,13290,12464,12194,13704,13305,17274,14339,15240,16571,13784,14390,13890,12208,14086,11618,11600,10574,10054,9988,10022,9652,9036,8730,7868,7776,7681,7667,7469,7038,7065,7017,7445,7219,7398,7925,8393,8822,8510,9877,10084,10844,10692,11838,12025,12566,14066,14259,16254,18453,20654,23735,21854,24906,25263,27352,29699,34656,33836,34966,34014,34515,36393,39292,39806,41305,41626,42686,42246,40648,36871,33499,32195,33122,31389,31221,27996,24849,25248,21038,18242,17162,17711,14728,16116,15337,14677,14856,13791,14031,11188,12921,9065,8772,8166,8539,8069,8261,7794,7634,6637,6461,6708,8224,10653,13147,7713,4937,4335,3976,4420,3284,3697,3142,3643,3963,3956,3887,3610,2949,3843,2061,1683,1312,971,405,85,266,269,261,533,877,614,16,0,0,0,0
AOT (8).png,attackOnTitan_fotos,980557,24986,19273,21648,15525,14065,13873,18245,13926,12203,11915,15826,11929,13960,12063,15867,11980,11962,13418,13867,11941,12064,10203,14190,12403,12288,10394,14335,12270,9301,12821,12512,11756,11165,10952,10917,10950,9250,10470,10466,8727,10563,10426,10412,8486,10428,12132,8506,10422,8488,10403,10409,8479,10423,10412,8499,10418,10440,8524,10456,8531,12124,8558,12128,9554,11704,11725,11634,9491,11372,9474,11405,11558,9616,319,5941,13470,3935,3939,84,3918,139,2067,1955,2011,1909,2058,1942,2082,2043,1867,184,3663,1916,1868,2051,1923,1778,247,3297,1662,1858,1669,1851,1621,241,3243,1576,1811,250,3245,1564,1935,1570,266,3236,244,3177,204,3161,248,1573,3171,207,3258,185,3247,273,3243,236,1563,1958,1722,3531,1746,2001,1761,1904,1950,144,3790,1990,2012,2035,2022,2053,2033,2052,2086,3997,117,4012,2028,113,3988,179,3963,2011,3966,94,3956,2005,111,3978,2060,3974,2061,3976,2044,2075,2111,2081,2042,173,148,134,164,117,141,179,167,216,176,168,144,126,115,156,145,141,157,179,135,102,119,175,143,150,117,140,129,94,156,184,99,120,137,121,140,134,126,158,165,171,148,176,172,116,106,138,134,261,99,127,133,104,119,247,156,145,328,225,244,257,401,240,172,418,2105,448,739,775,736,674,193,239,255,190,167,194,190,205,136,65,37,36
AOT (9).png,attackOnTitan_fotos,15,3,2,0,2,4,4,5,4,11,13,9,29,63,170,592,2736,10545,14550,20541,17034,20380,10114,12341,11129,10980,13260,9617,9728,12023,9574,8861,8923,8759,6918,5869,6390,6646,6097,5593,6714,5814,6342,6983,6248,6528,6872,7120,6315,6074,6610,6624,6915,6401,6422,6017,5642,6058,6118,6066,5615,5784,5734,6478,6933,7157,7147,6171,6451,6835,7083,6245,6534,6527,7039,6200,6235,6606,5575,5717,4957,5212,4814,5558,5481,5884,5006,5094,5179,4804,5172,4823,4823,4295,4159,4482,4781,4780,4814,4251,3908,4099,4099,4513,4691,4716,3993,3642,4519,4036,4500,4957,4303,4077,3904,3876,4357,4856,4657,4383,3715,3891,3809,4400,4788,4172,3961,3626,3812,4006,4239,4505,4038,3780,3786,3892,4771,4719,4373,4189,3485,3554,3955,4572,4966,4140,4239,3655,3656,4075,4570,4481,4307,4383,3745,3645,4539,4574,4399,4164,4041,3652,3801,4238,4503,4046,3844,3912,3737,3657,4684,4586,4226,4216,3680,3684,4115,4655,4557,4309,3724,3814,3838,4327,5184,4458,4269,3661,3606,3786,4929,4785,4653,4180,3858,3946,4465,4936,5001,4538,4038,3849,4208,4861,5361,5003,4788,4363,4288,4201,5100,5662,5297,5425,4983,5058,5408,6272,6889,7168,6643,6806,6067,6976,7606,9335,8840,9313,8907,8635,10766,11478,13052,12490,11632,14437,13973,20997,15093,20270,28228,49959,68709,96127,407727,59340,5600,2919,1120,829,666,554,416,370,308,1575
AOT (10).png,attackOnTitan_fotos,980586,24962,19202,21122,15360,13440,13442,17282,13457,11610,11551,15437,11537,13440,11521,15361,11521,11522,11520,13441,11523,11521,9602,13443,11521,11520,9650,13739,12011,9112,12586,11443,11927,11117,10952,11525,12114,11769,11540,11186,8929,11184,11540,11258,9317,11138,12847,9516,11460,10315,11192,11031,9078,10800,10855,8804,10693,10701,8763,10659,8673,12221,8674,12262,9674,11842,11898,11873,9647,11499,9715,11561,11731,9716,490,6131,13627,4061,4058,233,4049,226,2240,2085,2172,2030,2228,2115,2270,2221,2137,391,3842,2141,2061,2333,2148,2213,558,3471,1920,2116,1745,1976,1751,483,3643,2054,2124,521,3528,1646,1983,1647,297,3240,266,3240,271,3190,271,1541,3146,159,3235,152,3181,206,3187,182,1498,1893,1643,3462,1684,1946,1710,1850,1904,87,3724,1933,1943,1984,1973,2014,1960,1991,2043,3939,55,3959,1968,39,3903,58,3875,1943,3889,35,3878,1949,43,3897,1976,3885,1972,3895,1971,1997,2009,2001,1971,82,64,63,61,39,60,89,68,70,67,78,56,41,36,59,40,53,60,57,24,30,38,71,51,86,57,63,36,25,40,28,23,44,37,40,65,74,75,86,101,111,72,68,66,43,43,71,79,192,42,49,46,25,22,42,47,46,229,84,81,89,257,96,75,183,1454,355,638,669,621,471,35,0,0,0,0,0,0,0,0,0,0,0
